Time (S)	Lockin (mV)	Temp (V)
1096.25	0.526110	0.673635
1097.78	-2.345138	0.672877
1099.30	-0.817975	0.672244
1100.83	-0.138929	0.672440
1102.36	-0.136308	0.671772
1103.88	0.041478	0.670539
1105.41	0.106856	0.670487
1106.94	0.059981	0.669562
1108.47	-0.015728	0.668393
1110.00	-0.054276	0.669035
1111.52	-0.044100	0.667275
1113.05	-0.024825	0.666388
1114.58	-0.012336	0.666414
1116.11	-0.013723	0.666555
1117.64	1.794819	0.665476
1119.16	1.059005	0.664666
1120.69	0.033306	0.664628
1122.22	-0.622481	0.663716
1123.75	-0.196289	0.662521
1125.28	0.084653	0.663227
1126.80	0.155890	0.662032
1128.33	0.268760	0.661775
1129.86	-0.011410	0.661171
1131.39	-0.132915	0.661454
1132.92	-0.141088	0.660246
1134.44	-0.050884	0.659475
1135.96	-0.009350	0.660686
1137.49	-0.030068	0.657458
1139.02	-0.023746	0.658357
1140.55	0.017732	0.657586
1142.08	0.044254	0.657484
1143.60	0.026521	0.657766
1145.13	-0.028063	0.656700
1146.66	0.556024	0.655273
1148.19	0.414474	0.655556
1149.72	1.230160	0.654014
1151.24	0.530428	0.653256
1152.77	0.334910	0.653269
1154.30	0.982833	0.652935
1155.83	1.051912	0.652421
1157.36	0.679225	0.651573
1158.88	1.233707	0.651457
1160.41	-0.392887	0.650249
1161.94	0.176706	0.648463
1163.47	-0.449013	0.649221
1165.00	-0.207545	0.649825
1166.52	-0.007864	0.647474
1168.05	0.227590	0.648168
1169.58	0.176398	0.647512
1171.11	0.042249	0.646908
1172.64	-0.087428	0.646883
1174.16	-0.084498	0.646202
1175.69	-0.038857	0.645726
1177.22	-0.003701	0.644994
1178.75	-0.016499	0.644557
1180.28	-0.038394	0.644249
1181.80	-0.036390	0.644544
1183.33	0.001079	0.643362
1184.86	0.035465	0.642745
1186.39	0.033152	0.642565
1187.92	0.009714	0.642141
1189.44	-0.037778	0.642205
1190.97	-0.057206	0.640946
1192.50	-0.040090	0.640574
1194.03	-0.017270	0.640381
1195.56	0.019583	0.639276
1197.08	0.017732	0.639764
1198.61	0.001850	0.639584
1200.14	-0.020970	0.637708
1201.67	-0.032843	0.637939
1203.20	-0.027909	0.636629
1204.72	-0.017578	0.636012
1206.25	-0.011102	0.636333
1207.78	-0.008326	0.636179
1209.31	-0.002621	0.635639
1210.84	-0.011102	0.635061
1212.36	-0.016653	0.634560
1213.89	-0.016190	0.633416
1215.42	-0.017887	0.633378
1216.95	-0.010639	0.632915
1218.48	-0.012181	0.632388
1220.00	-0.014648	0.631425
1221.53	-0.012027	0.632697
1223.06	-0.015574	0.631489
1224.59	-0.009868	0.630294
1226.12	-0.012952	0.631014
1227.64	-0.014648	0.630615
1229.17	-0.020970	0.629600
1230.70	-0.016036	0.628932
1232.23	-0.012027	0.628688
1233.76	-0.007401	0.628174
1235.28	-0.010948	0.628058
1236.81	-0.011565	0.627364
1238.34	-0.015728	0.626658
1239.87	-0.017424	0.626632
1241.40	-0.021279	0.625797
1242.92	-0.014186	0.624859
1244.45	-0.011256	0.625514
1245.98	-0.012490	0.624036
1247.51	-0.011102	0.623599
1249.04	-0.016345	0.623420
1250.56	-0.014648	0.623342
1252.09	-0.014494	0.622700
1253.62	-0.017887	0.622225
1255.15	-0.014032	0.621916
1256.68	-0.008481	0.620952
1258.20	0.969881	0.620207
1259.73	1.276881	0.620580
1261.26	-0.116417	0.620387
1262.79	0.441766	0.619076
1264.32	0.318873	0.618318
1265.84	0.750925	0.618036
1267.37	0.469367	0.617277
1268.90	0.218801	0.617252
1270.43	0.275236	0.617277
1271.96	1.665296	0.280916
1273.48	0.272153	0.163227
1275.01	0.152961	0.288330
1276.54	0.714535	0.102359
1278.07	1.537315	0.235287
1279.60	1.744243	0.349134
1281.12	1.927734	0.137644
1282.65	0.692331	0.160246
1284.18	1.241725	0.325260
1285.71	-0.708522	0.202444
1287.24	0.181795	0.112510
1288.76	0.327354	0.290399
1290.29	1.004112	0.286171
1291.82	1.509868	0.098903
1293.35	0.380859	0.258532
1294.88	-0.012027	0.329860
1296.40	0.932874	0.116712
1297.93	1.697985	0.217940
1299.46	0.927323	0.340653
1300.99	0.920847	0.144120
1302.52	1.213662	0.177323
1304.04	0.904348	0.325928
1305.57	1.308954	0.173353
1307.10	1.221834	0.147512
1308.63	0.774517	0.304251
1310.16	0.972656	0.207057
1311.68	0.139700	0.118100
1313.21	0.392732	0.293084
1314.74	0.934416	0.255615
1316.27	0.285876	0.106021
1317.80	0.828176	0.279670
1319.32	0.226049	0.294935
1320.85	0.517938	0.110506
1322.38	1.227385	0.262143
1323.91	0.410002	0.315147
1325.44	1.068565	0.111508
1326.96	0.136462	0.248278
1328.49	0.330900	0.322844
1330.02	0.320724	0.115376
1331.55	0.545693	0.239373
1333.08	0.656250	0.329680
1334.60	1.241879	0.123163
1336.13	0.873972	0.220099
1337.66	0.709910	0.331710
1339.19	0.510537	0.110493
1340.72	1.150596	0.046554
1342.24	0.045179	0.162225
1343.77	0.500668	-0.086182
1345.30	1.020302	-0.031096
1346.83	0.694490	0.146716
1348.36	0.373150	-0.068334
1349.88	1.108964	-0.054096
1351.41	1.123304	0.371595
1352.94	0.623561	0.391627
1354.47	1.667609	0.389880
1356.00	0.535979	0.390921
1357.52	1.027858	0.390843
1359.05	0.436832	0.390085
1360.58	0.368061	0.390150
1362.11	0.706209	0.390574
1363.64	0.258121	0.389841
1365.16	0.398469	0.390586
1366.68	0.563785	0.389520
1368.21	0.126285	0.390317
1369.74	0.708213	0.390381
1371.27	0.926244	0.389867
1372.80	-0.168020	0.391293
1374.32	0.163086	0.391088
1375.85	-0.079770	0.390291
1377.38	-0.147153	0.390394
1378.91	0.259868	0.390792
1380.44	0.204410	0.389713
1381.96	4.764391	0.390394
1383.48	7.857328	0.389729
1385.00	9.985352	0.389976
1386.52	9.139067	0.391118
1388.05	9.985352	0.390612
1389.58	7.041324	0.390882
1391.11	8.314967	0.391062
1392.64	8.323242	0.390574
1394.16	8.412623	0.389122
1395.69	8.355674	0.391884
